brand,subseries,모델,제품 시리즈,상태,센서 유형,크로마,스펙트럼,스펙트럼 범위,해상도,센서 모델,센서 아키텍처 (소재),셔터 유형,센서 크기,픽셀 크기,센서 비트 심도,모노크롬 픽셀 형식,최대 프레임 속도,비절연 라인,광절연 라인,전원 공급 장치,전력 소비,작동 온도 (하우징),본체 치수 (L x W x H mm),렌즈 마운트,무게,이미지 버퍼 (RAM),비휘발성 메모리 (플래시),디지털 인터페이스,YUV 픽셀 형식,RGB 픽셀 형식,베이어 픽셀 형식,양자 효율 @ 529 nm,비전 표준,양자 효율 @ 850 nm,노출 시간,게인,I/O 커넥터,특정 비절연 라인,제품 코드,필터/보호 유리,IP 등급,인터페이스 커넥터,노출 모드,게인 모드,이미지 제어 기능,트리거 모드/동기화,카메라 제어 기능,화이트 밸런스 모드,다이나믹 레인지,SNR,최대 프레임 속도 (버스트),최대 프레임 속도 ROI 모드,데이터 형식,최대 라인 속도 (트리리니어),최대 라인 속도 (단일 라인),최대 라인 속도 (쿼드리니어),사용자 데이터 메모리
Allied Vision,camera-selector-area-scan,exo183CGETR,EXO Tracer,Available,Area scan,Color,Visible,400 nm to 1000 nm,"5,496 × 3,672 (20.20 MP)",Sony IMX183,cmos,rolling-shutter,"13.19 × 8.81 mm (15.86 mm, 15.86mm (Type 1))",2.40 µm × 2.40 µm,"8-Bit,12-Bit,12-Bit",,6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 7 W (typical),-10 °C to 60 °C,45 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,30 µs to 60 s,0.0 dB to 27.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002209,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",71.5 dB,40 dB,16 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo183MGETR,EXO Tracer,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"5,496 × 3,672 (20.20 MP)",Sony IMX183,cmos,rolling-shutter,"13.19 × 8.81 mm (15.86 mm, 15.86mm (Type 1))",2.40 µm × 2.40 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",6 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 7 W (typical),-10 °C to 60 °C,45 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,,,,,,30 µs to 60 s,0.0 dB to 27.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002208,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","BurstMode, User Sets, POE, PWM(4), Sequencer,",,71.5 dB,40 dB,16 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo250ZGE,EXO Polarized,Available,Area scan,Mono polarized,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX250 Polarizer,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",24.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,20 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002196,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,40 dB,42.7 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo250ZU3,EXO Polarized,Available,Area scan,Mono polarized,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX250 Polarizer,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",75 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,usb3.0,,,,,,,21 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001926,K9 - AR coating - 400-850nm,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,72 dB,40 dB,,,,,,,
Allied Vision,camera-selector-area-scan,exo253ZGE,EXO Polarized,Available,Area scan,Mono polarized,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX253 Polarizer,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6 mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",10 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002203,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,,,23.5 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo253ZU3,EXO Polarized,Available,Area scan,Mono polarized,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX253 Polarizer,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6 mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",30 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,usb3.0,,,,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001983,K9 - AR coating - 400-850nm,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,exo264ZGE,EXO Polarized,Available,Area scan,Mono polarized,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX264 Polarizer,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",24.5 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,140 g,192 MByte,32 MByte,gige,,,,,,,27 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002140,,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, User Sets, POE, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,exo264ZU3,EXO Polarized,Available,Area scan,Mono polarized,Visible,400 nm to 1000 nm,"2,448 × 2,048 (5.00 MP)",Sony IMX264 Polarizer,cmos,global-shutter,"8.45 × 7.07 mm (11.01 mm, 11.1mm (Type 2/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",35 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,usb3.0,,,,,,,21 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002135,,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,exo304CGETR,EXO Tracer,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX304,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,10 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 7 W (typical),-10 °C to 60 °C,45 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002206,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",72 dB,39.5 dB,23.6 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo304MGETR,EXO Tracer,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"4,096 × 3,000 (12.30 MP)",Sony IMX304,cmos,global-shutter,"14.13 × 10.35 mm (17.52 mm, 17.6mm (Type 1.1))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",10 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 7 W (typical),-10 °C to 60 °C,45 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,,,,,,28 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002207,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, BurstMode, User Sets, POE, PWM(4), Sequencer,",,72 dB,39 dB,23.6 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo367CGETR,EXO Tracer,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,416 × 4,428 (19.60 MP)",Sony IMX367,cmos,global-shutter,"15.24 × 15.28 mm (21.58 mm, 21.6mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,26 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002210,IR-Cut - 680nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,","auto, manual",,,,,,,,,
Allied Vision,camera-selector-area-scan,exo367CU3TR,EXO Tracer,Available,Area scan,Color,Visible,400 nm to 1000 nm,"4,416 × 4,428 (19.60 MP)",Sony IMX367,cmos,global-shutter,"15.24 × 15.28 mm (21.58 mm, 21.6mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,19 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,usb3.0,,"bayer8, bayer12packed",,,,,26 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001961,IR-Cut - 680nm,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,","auto, manual",,,,,,,,,
Allied Vision,camera-selector-area-scan,exo367MGETR,EXO Tracer,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"4,416 × 4,428 (19.60 MP)",Sony IMX367,cmos,global-shutter,"15.24 × 15.28 mm (21.58 mm, 21.6mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",6.2 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,,,,,,26 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002211,K9 - AR coating - 400-850nm,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,exo367MU3TR,EXO Tracer,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"4,416 × 4,428 (19.60 MP)",Sony IMX367,cmos,global-shutter,"15.24 × 15.28 mm (21.58 mm, 21.6mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",19 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,usb3.0,,,,,,,26 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001960,K9 - AR coating - 400-850nm,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,exo387CGETR,EXO Tracer,Available,Area scan,Color,Visible,400 nm to 1000 nm,"5,456 × 3,076 (16.80 MP)",Sony IMX387,cmos,global-shutter,"18.82 × 10.61 mm (21.61 mm, 21.7mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,7.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,"bayer8, bayer12packed",,,,,41 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002213,K9 - AR coating,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","BurstMode, User Sets, POE, PWM(4), Sequencer,","auto, manual",70.5 dB,39.9 dB,12 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo387CU3TR,EXO Tracer,Available,Area scan,Color,Visible,400 nm to 1000 nm,"5,456 × 3,076 (16.80 MP)",Sony IMX387,cmos,global-shutter,"18.82 × 10.61 mm (21.61 mm, 21.7mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit",,22 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,usb3.0,,"bayer8, bayer12packed",,,,,41 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001965,K9 - AR coating,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,","auto, manual",70.5 dB,39.9 dB,,,,,,,
Allied Vision,camera-selector-area-scan,exo387MGETR,EXO Tracer,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"5,456 × 3,076 (16.80 MP)",Sony IMX387,cmos,global-shutter,"18.82 × 10.61 mm (21.61 mm, 21.7mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",7.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,gige,,,,,,,41 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002212,K9 - AR coating,IP40,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","BurstMode, User Sets, POE, PWM(4), Sequencer,",,70.5 dB,39.9 dB,12 fps,,,,,,
Allied Vision,camera-selector-area-scan,exo387MU3TR,EXO Tracer,Available,Area scan,Mono,Visible,400 nm to 1000 nm,"5,456 × 3,076 (16.80 MP)",Sony IMX387,cmos,global-shutter,"18.82 × 10.61 mm (21.61 mm, 21.7mm (Type 4/3))",3.45 µm × 3.45 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",22 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 8 W (typical),-10 °C to 65 °C,54 × 58 × 58,MFT,320 g,192 MByte,32 MByte,usb3.0,,,,,,,41 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F001964,K9 - AR coating,IP40,(Micro-B),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,70.5 dB,39.9 dB,,,,,,,
Allied Vision,camera-selector-area-scan,exo990MGE,EXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"1,280 × 1,024 (1.30 MP)",Sony IMX990 | InGaAs,cmos,global-shutter,"6.4 × 5.12 mm (8.2 mm, 8.2mm (Type 1/2))",5.00 µm × 5.00 µm,"8-Bit,12-Bit","mono8, mono12",94.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,,,,,,15 µs to 500.00 ms,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002190,,IP40,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,",,57 dB,,,,,,,,
Allied Vision,camera-selector-area-scan,exo990MU3,EXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"1,280 × 1,024 (1.30 MP)",Sony IMX990 | InGaAs,cmos,global-shutter,"6.4 × 5.12 mm (8.2 mm, 8.2mm (Type 1/2))",5.00 µm × 5.00 µm,"8-Bit,12-Bit,12-Bit","mono8, mono12packed",125.4 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,",10 to 25VDC,External: 4 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,usb3.0,,,,,,,15 µs to 500.00 ms,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002237,,IP40,(Micro-B),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, PWM(4), Sequencer,",,57 dB,,,,,,,,
Allied Vision,camera-selector-area-scan,exo991MGE,EXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,640 × 512 (0.30 MP),Sony IMX991 | InGaAs,cmos,global-shutter,"3.2 × 2.56 mm (4.1 mm, 4.1mm (Type 1/4))",5.00 µm × 5.00 µm,"8-Bit,12-Bit","mono8, mono12",260 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 3.5 W (typical),-10 °C to 60 °C,43 × 50 × 50,C-Mount,138 g,192 MByte,32 MByte,gige,,,,,,,21 µs to 500.00 ms,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002204,,IP40,(RJ-45),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","User Sets, POE, PWM(4), Sequencer,",,57 dB,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo487MCX,FXO Ultraviolet,Available,Area scan,Mono,UV,200 nm to 400 nm,"2,832 × 2,840 (8.00 MP)",Sony IMX487,cmos,global-shutter,"7.76 × 7.78 mm (10.99 mm, 11.1mm (Type 2/3))",2.74 µm × 2.74 µm,"8-Bit,12-Bit","mono8, mono12",87 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 8 W (typical),-10 °C to 65 °C,70 × 50 × 50,C-Mount,240 g,,32 MByte,cxp-12 with 1 connection,,,,,,,7 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002216,UV Fused Silica 185-800nm,IP30,(micro-BNC),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo487MCX12-2C,FXO Ultraviolet,Available,Area scan,Mono,UV,200 nm to 400 nm,"2,848 × 2,848 (8.10 MP)",Sony IMX487,cmos,global-shutter,"7.8 × 7.8 mm (11.04 mm, 11.1mm (Type 2/3))",2.74 µm × 2.74 µm,"8-Bit,12-Bit","mono8, mono12",195 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 12 W (typical),-10 °C to 65 °C,73 × 50 × 50,C-Mount,240 g,,32 MByte,cxp-12 with 2 connections,,,,,,,5 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002247,UV Fused Silica 185-800nm,IP30,(micro-BNC),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo487MXGE,FXO Ultraviolet,Available,Area scan,Mono,UV,200 nm to 400 nm,"2,840 × 2,840 (8.10 MP)",Sony IMX487,cmos,global-shutter,"7.78 × 7.78 mm (11 mm, 11.1mm (Type 2/3))",2.74 µm × 2.74 µm,"8-Bit,12-Bit","mono8, mono12",87 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over Ethernet",External: 9 W (typical),-10 °C to 60 °C,76 × 50 × 50,C-Mount,240 g,896 MByte,32 MByte,10gige,,,,,,,6 µs to 60 s,0.0 dB to 48.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002219,UV Fused Silica 185-800nm,IP30,(RJ-45),"Manual, Auto, External","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PTP, User Sets, POE, PWM(4), Sequencer,",,,,,,,,,,
Allied Vision,camera-selector-area-scan,fxo990MCX,FXO SWIR,Available,Area scan,Mono,eXtended SWIR,400 nm to 1700 nm,"1,280 × 1,024 (1.30 MP)",Sony IMX990 | InGaAs,cmos,global-shutter,"6.4 × 5.12 mm (8.2 mm, 8.2mm (Type 1/2))",5.00 µm × 5.00 µm,"8-Bit,12-Bit","mono8, mono12",134 fps,"0 x LVDS input, 0 x LVDS output, 0 x TTL input, 0 x TTL output, 2 x 24V input, 4 x Open drain output,","1 x Optical isolated input, 0 x Optical isolated input,","10 to 25VDC, Power over CoaXPress",External: 7 W (typical),-10 °C to 65 °C,70 × 50 × 50,C-Mount,240 g,,32000 MByte,cxp-12 with 1 connection,,,,,,,15 µs to 500.00 ms,0.0 dB to 42.0 dB,,"1 x RS232 input, 1 x RS232 output, 0 x RS422 input, 0 x RS422 output,",F002134,,IP30,(micro-BNC),"Manual, Auto","Auto, Manual",FW Features - Image Control,"INTERNAL,SOFTWARE,EXTERNAL","PoCxP, User Sets, PWM(4), Sequencer,",,57 dB,,,,,,,,
