brand,model_name,slug,제조 업체,주문 번호,카메라 카테고리,카메라 시리즈,보증 (Warranty),센서 공급업체,센서,셔터,센서 타입,해상도 (HxV),픽셀 사이즈 HxV,라인 속도,모노크롬/컬러,빛스펙트럼,인터페이스,픽셀 비트 깊이,동기화,카메라 I/O 커넥터,전원 공급,하우징 종류,보호 등급,하우징 ‍사이즈 (L x W x H),무게 (Weight),렌즈 마운트,작동 온도,Basler,Conformity,제품군,제품 라인,센서 포맷,센서 대각선 길이,센서 크기,프레임 속도,카메라 데이터 커넥터,이미지 데이터 인터페이스,노출 제어,디지털 입력,범용 I/O,전원 요구사항 (일반적),측정된,양자 효율 (일반/최소),다크 노이즈 (일반/최대),포화 용량 (일반/최소),"다이나믹 레인지 (Dinamic Range, 일반/최소)",신호 대 노이즈비 (Signal to Noise Ratio)(일반/최소),기준,FOV (Field of View),심도(Depth) 이미지 해상도 및 FPS,측정 방식,"에고 모션(Ego-motion, IMU)",작업 범위,운영 체제,양산,소모 전력 PoE,해상도,디지털 출력,작동 중 주변 온도,Compression Beyond 사용시 프레임 속도,비디오 출력 유형,Camera Link ‍Clock,파장 (Wavelength),스트리밍 형식,정확도( Accuracy),템포럴 노이즈,지연 (Latency),조명 (Illumination),햇빛에서의 내구성,데이터 커넥터,전원 공급 장치,구성 요소,표준,프로그래밍 언어,타사 지원,마운팅 포인트,하우징 대체품,‍이미지 처리,양자 효율 - 녹색 (일반/최소),양자 효율 - 파란색 (일반/최소),양자 효율 - 빨간색 (일반/최소),납품 범위,심도(Depth) 해상도,작업 공간,초점 거리,프로세서 제조업체,수평 해상도(X축),높이 해상도 (Z축),배율,광원,이격 거리 (Clearance Distance),Heliotis,반복정밀도 (Z축),레이저 등급,Z축 선형성(+/- % of MR),스캔 속도,데이터포인트/프로파일,측정 거리,LMI,JAI
Basler,daA720-520um (No-Mount),daa720-520um-no-mount,Basler,108722,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX287,Global Shutter,CMOS,720 px × 540 px,6.9 μm × 6.9 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,,,,Board Level,,8 mm x 27 mm x 27 mm,5 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/2.9""",,4.97 mm × 3.73 mm,523 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",,0,4,,,,,21.2 ke¯ (typical),73.9 dB (typical),43 dB (typical),,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1300-60gc,aca1300-60gc,Basler,106796,에어리어 스캔 카메라,Basler ace,36개월,e2v,EV76C560,Global & Rolling Shutter,CMOS,1280 px × 1024 px,5.3 μm × 5.3 μm,,Color,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/1.8""",8.68 mm,6.8 mm × 5.4 mm,60 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,2 W,,,24.6 e¯ (typical),9.4 ke¯ (typical),51.7 dB (typical),39.7 dB (typical),,,,,,,,,2.6 W,1.3 MP,1,,,,,,,,,,,,,,,,,,,,,40.95 % (typical),7.24 % (typical),3.03 % (typical),,,,,,,,,,,,,,,,,,,
Basler,a2A1280-80gmSWIR,a2a1280-80gmswir,Basler,108572,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX990,Global Shutter,InGaAs,1280 px × 1024 px,5 μm × 5 μm,,Mono,Visible + SWIR,GigE,8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 X,ace 2 X visSWIR,"1/2""",,6.4 mm × 5.1 mm,80 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,,541 nm,,,,,,,,,,,,,,,1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2500-60uc,aca2500-60uc,Basler,107258,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 5000,Global Shutter,CMOS,2590 px × 2048 px,4.8 μm × 4.8 μm,,Color,Visible,USB 3.0,10 bits,,Hirose HR10A 6-pin plug,Via USB 3.0 interface,Box,,29.3 mm x 29 mm x 29 mm,80 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace U,ace U,"1""",15.86 mm,12.44 mm × 9.83 mm,60 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,,3.5 W,,,,,,,,,,,,,,,,5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4096-9gmBAS,a2a4096-9gmbas,Basler,108410,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX545,Global Shutter,CMOS,4096 px × 3000 px,2.74 μm × 2.74 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/1.1""",13.91 mm,11.22 mm × 8.22 mm,9 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,2.9 W,541 nm,66.8 % (typical),2.5 e¯ (typical),9.97 ke¯ (typical),70.1 dB (typical),39.99 dB (typical),,,,,,,,,,12.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-23ucBAS,a2a5320-23ucbas,Basler,108172,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"1.1""",16.78 mm,14.58 mm × 8.31 mm,23 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.7 W,,,,,,,,,,,,,,,,16.1 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2840-48ucPRO,a2a2840-48ucpro,Basler,108425,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX546,Global Shutter,CMOS,2840 px × 2840 px,2.74 μm × 2.74 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface or 12-24 VDC,Box,IP30,42.8 mm x 29 mm x 29 mm,90 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Pro,"2/3""",11 mm,7.78 mm × 7.78 mm,48 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3.6 W,,,,,,,,,,,,,,,,8 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA640-300gm,aca640-300gm,Basler,106750,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 300,Global Shutter,CMOS,640 px × 480 px,4.8 μm × 4.8 μm,,Mono,Visible,GigE,10 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/4""",3.84 mm,3.07 mm × 2.3 mm,376 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.5 W,,54 % (typical),10.6 e¯ (typical),7.7 ke¯ (typical),57.1 dB (typical),38.8 dB (typical),,,,,,,,,3.5 W,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2600-64ucBAS,a2a2600-64ucbas,Basler,108371,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2505,Global Shutter,CMOS,2600 px × 2160 px,2.5 μm × 2.5 μm,,Color,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,Via USB 3.0 interface,Box,IP30,42.8 mm x 29 mm x 29 mm,85 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, IP30, KC, RoHS, UKCA, UL, USB3 Vision",ace 2 R,ace 2 R Basic,"1/2""",8.5 mm,6.52 mm × 5.42 mm,64 fpsCalculate individual frame rate,USB 3.0 Type Micro B receptacle,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,3 W,525 nm,,2.548 e¯ (maximal),,,,,,,,,,,,,5.6 MP,,,,,,,,,,,,,,,,,,,,,,49.63 % (typical),,,,,,,,,,,,,,,,,,,,,
Basler,acA1300-60gm (CS-Mount),aca1300-60gm-cs-mount,Basler,106588,에어리어 스캔 카메라,Basler ace,36개월,e2v,EV76C560,Global & Rolling Shutter,CMOS,1282 px × 1026 px,5.3 μm × 5.3 μm,,Mono,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,CS-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/1.8""",8.68 mm,6.8 mm × 5.4 mm,60 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,2 W,,54 % (typical),24.7 e¯ (typical),9.5 ke¯ (typical),51.7 dB (typical),39.8 dB (typical),,,,,,,,,2.6 W,1.3 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2600-20gmBAS,a2a2600-20gmbas,Basler,108366,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2505,Global Shutter,CMOS,2600 px × 2160 px,2.5 μm × 2.5 μm,,Mono,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/2""",8.5 mm,6.52 mm × 5.42 mm,20 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.1 W,541 nm,53.4 % (typical),1 e¯ (typical),4.8 ke¯ (typical),69.6 dB (typical),37 dB (typical),,,,,,,,,4.4 W,5.6 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A5320-7gcPRO,a2a5320-7gcpro,Basler,108178,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX542,Global Shutter,CMOS,5320 px × 3032 px,2.74 μm × 2.74 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,105 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1.1""",16.78 mm,14.58 mm × 8.31 mm,7 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.4 W,,,,,,,,,,,,,,,,16.1 MP,,,up to 15 fps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A2600-20gcPRO,a2a2600-20gcpro,Basler,108369,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2505,Global Shutter,CMOS,2600 px × 2160 px,2.5 μm × 2.5 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Pro,"1/2""",8.5 mm,6.52 mm × 5.42 mm,20 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.4 W,525 nm,,,,,,,,,,,,,,4.2 W,5.6 MP,,,,,,,,,,,,,,,,,,,,,,49.63 % (typical),,,,,,,,,,,,,,,,,,,,,
Basler,daA1920-30um (S-Mount),daa1920-30um-s-mount,Basler,106688,에어리어 스캔 카메라,Basler dart,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,1920 px × 1080 px,2.2 μm × 2.2 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,19.9 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/3.7""",4.84 mm,4.22 mm × 2.38 mm,30 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,1.2 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA1600-60gc (CS-Mount),aca1600-60gc-cs-mount,Basler,106587,에어리어 스캔 카메라,Basler ace,36개월,e2v,EV76C570,Global & Rolling Shutter,CMOS,1600 px × 1200 px,4.5 μm × 4.5 μm,,Color,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,CS-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/1.8""",9 mm,7.2 mm × 5.4 mm,60 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",programmable via the camera API,1,,2.1 W,,,,,,,,,,,,,,,2.7 W,2 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA4024-8gc,aca4024-8gc,Basler,109277,에어리어 스캔 카메라,Basler ace,36개월,Sony,IMX226,Rolling Shutter,CMOS,4024 px × 3036 px,1.85 μm × 1.85 μm,,Color,Visible,GigE,,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/1.7""",9.33 mm,7.44 mm × 5.61 mm,8 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",automatic / manual,,,2.5 W,,,,,,,,,,,,,,,2.9 W,12.2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA1936-400cm,boa1936-400cm,Basler,108674,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX421,Global Shutter,CMOS,1936 px × 1464 px,4.5 μm × 4.5 μm,,Mono,Visible,CoaXPress (CXP-12),8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,,PoCXP or 24 VDC,Box,,45 mm x 80 mm x 80 mm,480 g,C-mount / F-mount / M42 x 0.75 / M42 x 1,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA, UL",boost R,,"2/3""",11 mm,8.7 mm × 6.5 mm,400 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),hardware trigger / programmable via the camera API,,2,12 W,,69.3 % (typical),5.5 e¯ (typical),24.6 ke¯ (typical),72 dB (typical),44 dB (typical),,,,,,,,,,3 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA2448-70um (CS-Mount),daa2448-70um-cs-mount,Basler,108621,에어리어 스캔 카메라,Basler dart,36개월,Sony,IMX548,Global Shutter,CMOS,2448 px × 2048 px,2.74 μm × 2.74 μm,,Mono,Visible,USB 3.0,8 bits / 10 bits / 12 bits,,,,Board Level,,19.3 mm x 29.3 mm x 29 mm,15 g,,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart R,,"1/1.8""",8.7 mm,6.71 mm × 5.61 mm,72 fpsCalculate individual frame rate,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",,0,4,,,,,9.6 ke¯ (typical),69.5 dB (typical),39.8 dB (typical),,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,daA2500-14um (No-Mount),daa2500-14um-no-mount,Basler,106692,에어리어 스캔 카메라,Basler dart,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,2592 px × 1944 px,2.2 μm × 2.2 μm,,Mono,Visible,USB 3.0,8 bits / 12 bits,free-run / hardware trigger / software trigger,,Via USB 3.0 interface,Board Level,,7.2 mm x 27 mm x 27 mm,5 g,,0 °C - 75 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, KC, RoHS, UKCA, UL, USB3 Vision",dart Classic,,"1/2.5""",7.13 mm,5.7 mm × 4.28 mm,14 fps,,"USB 3.0, nominal max. 5 Gbit/s (SuperSpeed)",hardware trigger / programmable via the camera API,1,2,1.4 W,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,acA2500-14gc,aca2500-14gc,Basler,106611,에어리어 스캔 카메라,Basler ace,36개월,onsemi,MT9P031,Rolling Shutter,CMOS,2590 px × 1942 px,2.2 μm × 2.2 μm,,Color,Visible,GigE,12 bits,Ethernet connection / free-run / hardware trigger,Hirose HR10A 6-pin plug,PoE or 12 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace Classic,ace Classic,"1/2.5""",7.13 mm,5.7 mm × 4.28 mm,14 fps,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,2.2 W,,,6.7 e¯ (typical),6.8 ke¯ (typical),60 dB (typical),38.3 dB (typical),,,,,,,,,2.7 W,5 MP,1,,,,,,,,,,,,,,,,,,,,,41.09 % (typical),7.21 % (typical),6.72 % (typical),,,,,,,,,,,,,,,,,,,
Basler,acA1300-75gm,aca1300-75gm,Basler,106755,에어리어 스캔 카메라,Basler ace,36개월,onsemi,PYTHON 1300,Global Shutter,CMOS,1280 px × 1024 px,4.8 μm × 4.8 μm,,Mono,Visible,GigE,10 bits,,Hirose HR10A 6-pin plug,PoE or 12-24 VDC,Box,,42 mm x 29 mm x 29 mm,90 g,C-mount,0 °C - 50 °C,,"CE (incl. RoHS), EAC, GenICam, GigE Vision, IEEE 802.3af (PoE), IP30, KC, RoHS, UKCA, UL",ace U,ace U,"1/2""",7.87 mm,6.14 mm × 4.92 mm,88 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,,3.5 W,,55 % (typical),10.7 e¯ (typical),7.8 ke¯ (typical),57.2 dB (typical),38.9 dB (typical),,,,,,,,,3.5 W,1.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4508-6gcBAS,a2a4508-6gcbas,Basler,108453,에어리어 스캔 카메라,Basler ace 2,36개월,Gpixel,GMAX2518,Global Shutter,CMOS,4508 px × 4096 px,2.5 μm × 2.5 μm,,Color,Visible,GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,PoE or 12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 60 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1""",15.2 mm,11.27 mm × 10.24 mm,6 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,3.8 W,,,,,,,,,,,,,,,,18.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA4096-180cc,boa4096-180cc,Basler,108669,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX535,Global Shutter,CMOS,4096 px × 3000 px,2.74 μm × 2.74 μm,,Color,Visible,CoaXPress (CXP-12),8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,,PoCXP or 24 VDC,Box,,45 mm x 80 mm x 80 mm,525 g,C-mount / F-mount / M42 x 0.75 / M42 x 1,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA, UL",boost R,,"1/1.1""",13.9 mm,11.2 mm × 8.2 mm,180 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),programmable via the camera API,,2,12 W,,,,,,,,,,,,,,,,12 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA5328-100cc,boa5328-100cc,Basler,108377,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX530,Global Shutter,CMOS,5328 px × 4608 px,2.74 μm × 2.74 μm,,Color,Visible,CoaXPress (CXP-12),,,,,Box,,45 mm x 80 mm x 80 mm,525 g,,max 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, KC, RoHS, UL",boost R,,"1.2""",,14.6 mm × 12.6 mm,100 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),,1,2,11.3 W,,,,,,,,,,,,,,,,24.4 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A1920-165g5mBAS,a2a1920-165g5mbas,Basler,108908,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX392,Global Shutter,CMOS,1920 px × 1200 px,3.45 μm × 3.45 μm,,Mono,Visible,5GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/2.3""",7.77 mm,6.6 mm × 4.1 mm,168 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.3 W,541 nm,62.2 % (typical),2.6 e¯ (typical),10.4 ke¯ (typical),71.6 dB (typical),40 dB (typical),,,,,,,,,,2.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,boA2832-190cc,boa2832-190cc,Basler,108671,에어리어 스캔 카메라,Basler boost,36개월,Sony,IMX536,Global Shutter,CMOS,2832 px × 2840 px,2.74 μm × 2.74 μm,,Color,Visible,CoaXPress (CXP-12),8 bits / 10 bits / 12 bits,free-run / hardware trigger / software trigger,,PoCXP or 24 VDC,Box,,45 mm x 80 mm x 80 mm,525 g,C-mount / F-mount / M42 x 0.75 / M42 x 1,0 °C - 50 °C,,"CE (incl. RoHS), CoaXPress 2.0, EAC, FCC, GenICam, KC, RoHS, UKCA, UL",boost R,,"2/3""",11 mm,7.8 mm × 7.8 mm,190 fpsCalculate individual frame rate,,CoaXPress (2.5–12.5 Gbps),hardware trigger / programmable via the camera API,,2,12 W,,,,,,,,,,,,,,,,8 MP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basler,a2A4096-44g5cBAS,a2a4096-44g5cbas,Basler,108589,에어리어 스캔 카메라,Basler ace 2,36개월,Sony,IMX545,Global Shutter,CMOS,4096 px × 3000 px,2.74 μm × 2.74 μm,,Color,Visible,5GigE,8 bits / 10 bits / 12 bits,,M8 6-Pin receptacle,12-24 VDC,Box,IP30,55.5 mm x 29 mm x 29 mm,100 g,C-mount,-10 °C - 50 °C,,"CE (incl. RoHS), EAC, FCC, GenICam, GigE Vision 2.0, IP30, KC, RoHS, UKCA, UL",ace 2 R,ace 2 R Basic,"1/1.1""",13.91 mm,11.22 mm × 8.22 mm,44 fpsCalculate individual frame rate,RJ45 receptacle (GigE),"Fast Ethernet (100 Mbit/s), Gigabit Ethernet (1000 Mbit/s), 2.5 Gigabit Ethernet (2500 Mbit/s), 5 Gigabit Ethernet (5000 Mbit/s)",hardware trigger / programmable via the camera API,1,2,5.8 W,525 nm,,2.49 e¯ (maximal),12 ke¯ (typical),72.1 dB (typical),40.94 dB (typical),,,,,,,,,,12.3 MP,,,,,,,,,,,,,,,,,,,,,,52.89 % (typical),,,,,,,,,,,,,,,,,,,,,
