brand,lens_type,model,raw_category,focal_length_mm,magnification,working_distance_mm,aperture,max_sensor_format_mm,image_circle_mm,fov_mm,numerical_aperture,resolution_um,mtf30_lpmm,dof_mm,distortion_pct,telecentricity_deg,mount,weight_g,coaxial,wavelength_range,_source_url,_raw_target
Schneider-Kreuznach,linescan_telecentric,SAPPHIRE 0.10/1.75x V70 beamsplitter line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),88,,59,F/3.2 ... F/8,62.5,,,0.10 | 0.06,,,,,,V70-Mount,935,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/sapphire/0-10-1-75x-v70-beamsplitter,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,SAPPHIRE XL 0.09/1.43x V70 line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),97,,105,F/3.2 ... F/8,82,,,0.09 | 0.07,,,,,,V70-Mount,840,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/sapphire/0-09-1-43x-v70,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,SAPPHIRE XL 0.10/2.0x V70 line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),96,,88,F/3.2 ... F/8,82,,,0.10 | 0.05,,,,,,V70-Mount,840,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/sapphire/0-10-2-0x-v70,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND 0.12/2.6x V70 beamsplitter line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),106,,61,F/2.9 ... F/8,62.5,,,0.12 | 0.05,,,,,,V70-Mount,1350,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-12-2-6x-v70-beamsplitter,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND 0.13/2.6x V70 line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),111,,82,F/2.7 ... F/8,62.5,,,0.13 | 0.05,,,,,,V70-Mount,1140,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-13-2-6x-v70,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND 0.16/3.5x V90 beamsplitter line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),116,,52,F/2.3 ... F/11.3,62.5,,,0.16 | 0.05,,,,,,V90-Mount,2260,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-16-3-5x-v90-beamsplitter,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND 0.17/3.5x V90 line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),117,,71,F/2.2 ... F/11.3,62.5,,,0.17 | 0.06,,,,,,V90-Mount,2008,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-17-3-5x-v90,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND 0.22/5.2x V70 line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),82,,55,F/1.5 ... F/11,62.5,,,0.22 | 0.04,,,,,,V70-Mount,1030,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-22-5-2x-v70,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND 0.22/5.2x V70 beamsplitter line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),80,,33,F/1.6 ... F/11,62.5,,,0.22 | 0.04,,,,,,V70-Mount,1252,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-22-5-2x-v70-beamsplitter,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND XL 0.16/3.33x V90 beamsplitter line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),116,,48,F/2.3 ... F/11,82,,,0.16 | 0.05,,,,,,V90-Mount,1900,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-16-3-33x-v90-beamsplitter,schneider_linescan
Schneider-Kreuznach,linescan_telecentric,DIAMOND XL 0.21/5.0x V70 beamsplitter line scan lens,Line Scan Lenses (ZIRCONIA/SAPPHIRE/DIAMOND),82,,34.0 (33.6,F/1.6 ... F/11,82,,,0.21 | 0.04,,,,,,V70-Mount,1170,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/line-scan-lenses/diamond/0-21-5-0x-v70-beamsplitter,schneider_linescan
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/60 mm C-Mount liquid lens,"Liquid Lenses (PYRITE LF, Optotune EL-16-40-TC-5D 기반 액체렌즈)",60,,325,F/4 ... F/32,24,,,- | 0.09,,,,,,C,,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/liquid-lenses/pyrite-lf/f4-0-60mm-c-lf,schneider_liquid
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/60 mm TFL-Mount liquid lens,"Liquid Lenses (PYRITE LF, Optotune EL-16-40-TC-5D 기반 액체렌즈)",60,,325,F/4 ... F/32,32,,,- | 0.09,,,,,,TFL-Mount,,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/liquid-lenses/pyrite-lf/f4-0-60mm-tfl-lf,schneider_liquid
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/80 mm C-Mount liquid lens,"Liquid Lenses (PYRITE LF, Optotune EL-16-40-TC-5D 기반 액체렌즈)",80,,493,F/4 ... F/45,24,,,- | 0.13,,,,,,C,,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/liquid-lenses/pyrite-lf/f4-0-80mm-c-lf,schneider_liquid
Schneider-Kreuznach,fixed_focal,PYRITE F4.0/80 mm TFL-Mount liquid lens,"Liquid Lenses (PYRITE LF, Optotune EL-16-40-TC-5D 기반 액체렌즈)",80,,493,F/4 ... F/45,36,,,- | 0.13,,,,,,TFL-Mount,,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/liquid-lenses/pyrite-lf/f4-0-80mm-tfl-lf,schneider_liquid
Schneider-Kreuznach,fixed_focal,CHAROITE F1.4/23 mm C-Mount SWIR lens,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),23,,98,F/1.4 ... F/11,11,,,- | 0.33,,,,,,C,115,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/charoite/f1-4-23mm-c,schneider_swir
Schneider-Kreuznach,fixed_focal,CUPRITE F2.8/50 mm C-Mount SWIR lens,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),50,,262,F/2.8 ... F/16,25.4,,,- | 0.09,,,,,,C,418,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/cuprite/f2-8-50mm-c,schneider_swir
Schneider-Kreuznach,fixed_focal,CUPRITE F2.8/50 mm V48-Mount SWIR lens,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),50,,262,F/2.8 ... F/16,25.4,,,- | 0.09,,,,,,V48-Mount,297,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/cuprite/f2-8-50mm-v48,schneider_swir
Schneider-Kreuznach,fixed_focal,CRYOLITE F2.8/40 mm V-Mount SWIR lens,SWIR Lenses (CHAROITE/CUPRITE/CRYOLITE),40,,225,F/2.8 ... F/16,43.2,,,- | 0.17,,,,,,V38-Mount,108,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/swir-lenses/cryolite/f2-8-40mm-v38,schneider_swir
Schneider-Kreuznach,telecentric,SYLVINE 0.03/0.2x C-Mount telecentric lens,Telecentric Lenses (SYLVINE),∞,,269 (194 ... 344),,11,,,0.03 | 0.13,,,,,,C,2600,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/telecentric-lenses/sylvine/0-03-0-2x-c,schneider_telecentric
Schneider-Kreuznach,telecentric,SYLVINE 0.03/0.25x C-Mount telecentric lens,Telecentric Lenses (SYLVINE),∞,,176 (128 ... 224),,11,,,0.03 | 0.13,,,,,,C,2000,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/telecentric-lenses/sylvine/0-03-0-25x-c,schneider_telecentric
Schneider-Kreuznach,telecentric,SYLVINE 0.05/0.33x C-Mount telecentric lens,Telecentric Lenses (SYLVINE),∞,,161 (134 ... 188),,11,,,0.05 | 0.14,,,,,,C,1600,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/telecentric-lenses/sylvine/0-05-0-33x-c,schneider_telecentric
Schneider-Kreuznach,telecentric,SYLVINE 0.07/0.5x C-Mount telecentric lens,Telecentric Lenses (SYLVINE),∞,,195 (183 ... 207),,11,,,0.07 | 0.13,,,,,,C,2150,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/telecentric-lenses/sylvine/0-07-0-5x-c,schneider_telecentric
Schneider-Kreuznach,telecentric,SYLVINE 0.14/1.0x C-Mount telecentric lens,Telecentric Lenses (SYLVINE),∞,,47 (44 ... 50),,11,,,0.14 | 0.14,,,,,,C,1490,,,https://schneiderkreuznach.com/en/industrial-optics/lenses/telecentric-lenses/sylvine/0-14-1-0x-c,schneider_telecentric
T-Optics,fixed_focal,MCL0.063X-240-9,Non-Telecentric Lenses (MCL),,0.063,240,5,9,,,0.0063,53.2,,100mm,0.05,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.063X-300-9,Non-Telecentric Lenses (MCL),,0.063,300,5,9,,,0.063,53.2,,100mm,0.05,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.2X-255-9,Non-Telecentric Lenses (MCL),,0.2X,255,7,9,,,0.0142,23.5,,14mm,0.06,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.228X-220-8,Non-Telecentric Lenses (MCL),,0.228X,220,6.25,8,,,0.0182,18.4,,1.48mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.3X-195-9,Non-Telecentric Lenses (MCL),,0.3X,195,13,9,,,0.0115,29,,9.8mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.22X-310-11,Non-Telecentric Lenses (MCL),,0.22X,310,7.4,11,,,0.0148,22.6,,12.2mm,0.05,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.25X-279-11,Non-Telecentric Lenses (MCL),,0.25X,279,7.7,11,,,0.0162,20.6,,9.6mm,0.05,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.3X-240-11,Non-Telecentric Lenses (MCL),,0.3X,240,7.8,11,,,0.0192,17.4,,11.5mm,0.04,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.32X-225-11,Non-Telecentric Lenses (MCL),,0.32X,225,8,11,,,0.02,16.8,,6.9mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.35X-210-11,Non-Telecentric Lenses (MCL),,0.35X,210,8,11,,,0.0218,15.3,,6.25mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.37X-200-11,Non-Telecentric Lenses (MCL),,0.37X,200,8,11,,,0.0231,14.5,,4.6mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.43X-135-14,Non-Telecentric Lenses (MCL),,0.43X,135,13,14,,,0.0165,20.3,,5.6mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.4X-190-18,Non-Telecentric Lenses (MCL),,0.4X,190,10,18,,,0.02,16.8,,2.7mm,0.05,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.5X-160-18,Non-Telecentric Lenses (MCL),,0.5X,160,10,18,,,0.025,13.4,,1.7mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.55X-107-18,Non-Telecentric Lenses (MCL),,0.55X,107,16,18,,,0.0172,18.3,,2.3mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.568X-145-18,Non-Telecentric Lenses (MCL),,0.568X,145,10,18,,,0.0284,11.8,,1.36mm,0.03,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,fixed_focal,MCL0.67X-128-18,Non-Telecentric Lenses (MCL),,0.67X,128,15,18,,,0.022,15.2,,2.67mm,0.02,,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=61,toptics_fa_lens
T-Optics,telecentric,OTC0.4X-85-8,Telecentric Lenses,,0.4X,85,13,8,,,0.0153,21.9,,6.5mm,0.03,0.03,C,,N,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.5X-65/C-9,Telecentric Lenses,,0.5X,65,14,9,,,0.0178,18.8,,4.48mm,0.04,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.8X-65/C-9,Telecentric Lenses,,0.8X,65,14.9,9,,,0.0268,12.5,,1.86mm,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC1.0X-65/C-9,Telecentric Lenses,,1.0X,65,18.6,9,,,0.0268,12.5,,1.48mm,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC1.5X-65/C-9,Telecentric Lenses,,1.5X,65,15.7,9,,,0.0477,7,,558,0.06,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC2.0X-65/C-9,Telecentric Lenses,,2.0X,65,15.5,9,,,0.0645,5.2,,310,0.03,0.02,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC3.0X-65/C-9,Telecentric Lenses,,3.0X,65,21.5,9,,,0.0697,4.8,,191,0.03,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC4.0X-65/C-9,Telecentric Lenses,,4.0X,65,26.2,9,,,0.0763,4.4,,131,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC5.0X-65/C-9,Telecentric Lenses,,5.0X,65,33,9,,,0.0757,4.4,,105,0.04,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC6.0X-65/C-9,Telecentric Lenses,,6.0X,65,39.5,9,,,0.0759,4.4,,87,0.05,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC8.0X-65/C-9,Telecentric Lenses,,8.0X,65,52.5,9,,,0.0761,4.4,,65,0.04,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.35X-110/C-8,Telecentric Lenses,,0.35X,110,11.1,8,,,0.0157,21.3,,7.24mm,0.05,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.37X-110/C-9,Telecentric Lenses,,0.37X,110,14.9,9,,,0.0124,27,,8.7mm,0.09,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.5X-110/C-9,Telecentric Lenses,,0.5X,110,14.5,9,,,0.0172,19.5,,4.6mm,0.04,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.8X-110/C-9,Telecentric Lenses,,0.8X,110,14.9,9,,,0.0268,12.5,,1.86mm,0.05,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC1.0X-112/C-9,Telecentric Lenses,,1.0X,112,20.7,9,,,0.0241,13.9,,1.65mm,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC2.0X-110/C-9,Telecentric Lenses,,2.0X,110,22.3,9,,,0.0448,7.5,,446,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC2.4X-109/C-9,Telecentric Lenses,,2.4X,109,26.6,9,,,0.045,7.5,,369,0.05,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC3.0X-110/C-9,Telecentric Lenses,,3.0X,110,27.4,9,,,0.0547,6.1,,243,0.14,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC4.0X-110/C-9,Telecentric Lenses,,4.0X,110,33.2,9,,,0.0602,5.6,,166,0.23,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC5.0X-110/C-9,Telecentric Lenses,,5.0X,110,41.6,9,,,0.06,5.6,,133,0.1,0.01,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC6.0X-110/C-9,Telecentric Lenses,,6.0X,110,49.9,9,,,0.0601,5.6,,110,0.05,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC8.0X-110/C-9,Telecentric Lenses,,8.0X,110,65,9,,,0.061,5.5,,81,0.02,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=49,toptics_telecentric
T-Optics,telecentric,OTC0.45X-80/C-11,Telecentric Lenses,,0.45X,80,10,11,,,0.0225,14.9,,3.95mm,0.14,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.47X-75/C-11,Telecentric Lenses,,0.47X,75,8.3,11,,,0.0283,11.8,,3mm,0.25,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.5X-65/C-11,Telecentric Lenses,,0.5X,65,8.2,11,,,0.0304,11,,2.62mm,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.8X-65/C-11,Telecentric Lenses,,0.8X,65,8.1,11,,,0.0493,6.8,,1.01mm,0.09,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.0X-65/C-11,Telecentric Lenses,,1.0X,65,10.1,11,,,0.0495,6.8,,808,0.16,0.02,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.5X-65/C-11,Telecentric Lenses,,1.5X,65,10.7,11,,,0.07,4.8,,380,0.07,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.7X-70/C-11,Telecentric Lenses,,1.7X,70,15,11,,,0.0566,5.9,,414,0.12,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC2.0X-65/C-11,Telecentric Lenses,,2.0X,65,13.6,11,,,0.0735,4.6,,272,0.03,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC2.4X-63/C-11,Telecentric Lenses,,2.4X,63,17.2,11,,,0.07,4.8,,238,0.1,0.015,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC3.0X-65/C-11,Telecentric Lenses,,3.0X,65,21.3,11,,,0.07,4.8,,189,0.23,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC4.0X-65/C-11,Telecentric Lenses,,4.0X,65,18.1,11,,,0.1104,3,,90,0.03,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC5.0X-65/C-11,Telecentric Lenses,,5.0X,65,33.5,11,,,0.074,4.5,,107,0.22,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC6.0X-65/C-11,Telecentric Lenses,,6.0X,65,27.1,11,,,0.1107,3,,60,0.03,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC8.0X-65/C-11,Telecentric Lenses,,8.0X,65,38,11,,,0.105,3.2,,47,0.22,0.02,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC10.0X-45/C-11,Telecentric Lenses,,10.0X,45,35.7,11,,,0.14,2.4,,28,0.13,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC12.0X-45/C-11,Telecentric Lenses,,12.0X,45,40,11,,,0.15,2.23,,22,0.11,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.479X-120/C-11,Telecentric Lenses,,0.479X,120,15,11,,,0.016,11,,5.23mm,0.25,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.5X-110/C-11,Telecentric Lenses,,0.5X,110,11,11,,,0.0227,14.8,,3.52mm,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.55X-96/C-11,Telecentric Lenses,,0.55X,96,12,11,,,0.0229,14.6,,3.17mm,0.22,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.65X-117/C-11,Telecentric Lenses,,0.65X,117,10,11,,,0.0325,10.3,,1.88mm,0.05,0.05,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.67X-115/C-11,Telecentric Lenses,,0.67X,115,10,11,,,0.0334,10,,1.78mm,0.05,0.06,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.7X-110/C-11,Telecentric Lenses,,0.7X,110,10,11,,,0.035,9.6,,1.6mm,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.73X-110/C-11,Telecentric Lenses,,0.73X,104,10,11,,,0.0288,9.2,,1.6mm,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.75X-100/C-11,Telecentric Lenses,,0.75X,100,13,11,,,0.0288,11.6,,1.84mm,0.03,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.8X-110/C-11,Telecentric Lenses,,0.8X,110,13.2,11,,,0.0303,11.1,,1.65mm,0.05,0.02,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC0.84X-110/C-11,Telecentric Lenses,,0.84X,110,16,11,,,0.0262,12.8,,1.81mm,0.08,0.08,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.0X-110/C-11,Telecentric Lenses,,1.0X,110,10.1,11,,,0.0495,6.8,,808,0.05,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.2X-100/C-11,Telecentric Lenses,,1.2X,100,15,11,,,0.04,8.4,,833,0.05,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.5X-110/C-11,Telecentric Lenses,,1.5X,110,15.7,11,,,0.0477,7,,558,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC1.76X-106/C-11,Telecentric Lenses,,1.76X,106,20,11,,,0.044,7.6,,516,0.05,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC2.0X-110/C-11,Telecentric Lenses,,2.0X,110,13.1,11,,,0.0763,4.4,,262,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC3.0X-110/C-11,Telecentric Lenses,,3.0X,110,17,11,,,0.088,3.8,,151,0.22,0.04,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC4.0X-110/C-11,Telecentric Lenses,,4.0X,110,22.3,11,,,0.0896,3.7,,111,0.03,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
T-Optics,telecentric,OTC5.0X-110/C-11,Telecentric Lenses,,5.0X,110,27.8,11,,,0.09,3.7,,88,0.18,0.03,C,,Y,,http://www.toptics.co.kr/design/subpage/sub2-1.asp?mode=view&id=59,toptics_telecentric
